Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
15813,CA-2015-101154,2015-09-18,2015-09-21,First Class,CM-12190,Charlotte Melton,Consumer,United States,San Diego,California,92105,West,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",443.92,4,0.0,8.8784
21125,CA-2021-115777,2021-08-19,2021-08-24,Standard Class,DO-13645,Doug O'Connell,Consumer,Canada,Montreal,Quebec,H1B,East,OFF-PA-10000552,Office Supplies,Paper,Xerox 200,387.99,1,0.0,182.36
26461,US-2023-144351,2023-11-14,2023-11-18,Standard Class,RC-19960,Ryan Crowe,Consumer,United States,Baltimore,Maryland,21215,East,TEC-PH-10001644,Technology,Phones,"BlueLounge Milo Smartphone Stand, White/Metallic",89.97,3,0.0,25.191600000000005
22826,US-2022-142020,2022-06-04,2022-06-08,Second Class,TC-21535,Tracy Collins,Home Office,United States,New York City,New York,10024,East,FUR-FU-10000672,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",35.28,3,0.0,11.995199999999997
27689,US-2024-143665,2024-04-26,2024-05-01,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,Seattle,Washington,98115,West,OFF-LA-10002034,Office Supplies,Labels,Avery 478,39.28,8,0.0,19.2472
15147,CA-2017-117926,2017-12-08,2017-12-12,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,San Francisco,California,94109,West,OFF-AP-10002670,Office Supplies,Appliances,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,69.48,1,0.0,20.843999999999994
11976,CA-2015-111094,2015-07-09,2015-07-13,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Franklin,Massachusetts,2038,East,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,6.58,2,0.0,3.0267999999999997
2961,US-2020-131338,2020-08-09,2020-08-12,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,307.98,2,0.0,89.31419999999997
26602,US-2023-145135,2023-11-26,2023-11-28,First Class,CD-12790,Cynthia Delaney,Home Office,United States,Shelton,Connecticut,06484,East,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,13.36,2,0.0,6.4128
14291,CA-2014-116904,2014-09-23,2014-09-28,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,32.400000000000006,5,0.0,15.552000000000001
9719,US-2022-103968,2022-12-01,2022-12-07,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Stockton,California,95207,West,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",629.64,9,0.0,107.03879999999994
10676,CA-2014-134677,2014-10-06,2014-10-10,Standard Class,XP-21865,Xylona Preis,Consumer,United States,San Diego,California,92024,West,TEC-AC-10001445,Technology,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,9.09,3,0.0,1.9088999999999996
13048,CA-2016-136371,2016-03-19,2016-03-21,Second Class,SV-20935,Susan Vittorini,Consumer,United States,Oceanside,New York,11572,East,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",20.32,4,0.0,6.908799999999999
29646,US-2024-122490,2024-11-13,2024-11-18,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Seattle,Washington,98103,West,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,8.64,3,0.0,4.2336
17875,CA-2014-133592,2014-12-31,2015-01-07,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Providence,Rhode Island,2908,East,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,341.96,2,0.0,78.6508
18851,CA-2014-142769,2014-09-13,2014-09-13,Same Day,RP-19390,Resi Pölking,Consumer,United States,Seattle,Washington,98103,West,OFF-PA-10002923,Office Supplies,Paper,Xerox 1942,48.94,1,0.0,24.47
24397,US-2023-116547,2023-01-10,2023-01-17,Standard Class,KB-16585,Ken Black,Corporate,United States,Seattle,Washington,98115,West,TEC-AC-10002335,Technology,Accessories,Logitech Media Keyboard K200,69.98,2,0.0,13.296199999999999
21178,US-2021-135699,2021-08-29,2021-08-29,Same Day,HH-15010,Hilary Holden,Corporate,United States,San Francisco,California,94110,West,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940,109.92,2,0.0,53.8608
18626,CA-2017-155621,2017-11-08,2017-11-13,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Baltimore,Maryland,21215,East,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,274.20000000000005,10,0.0,112.422
7337,US-2022-118360,2022-04-01,2022-04-07,Standard Class,JC-15775,John Castell,Consumer,United States,New York City,New York,10011,East,OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",42.92999999999999,9,0.0,19.318499999999997
17434,CA-2016-101651,2016-12-24,2016-12-30,Standard Class,SC-20305,Sean Christensen,Consumer,United States,San Jose,California,95123,West,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,39.76,7,0.0,18.687199999999997
11054,CA-2017-161984,2017-04-10,2017-04-15,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,New Brunswick,New Jersey,8901,East,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,7.16,2,0.0,3.58
20032,US-2016-125402,2016-09-25,2016-10-01,Standard Class,DL-12865,Dan Lawera,Consumer,United States,Long Beach,California,90805,West,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,29.6,2,0.0,14.8
19640,CA-2015-168277,2015-05-29,2015-06-03,Standard Class,KB-16315,Karl Braun,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-LA-10004484,Office Supplies,Labels,Avery 476,12.39,3,0.0,5.6994
30252,US-2024-109589,2024-12-21,2024-12-24,First Class,BD-11635,Brian Derr,Consumer,United States,Bowling Green,Kentucky,42104,South,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,71.0,4,0.0,27.689999999999998
27136,US-2024-147984,2024-01-28,2024-02-01,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Wichita,Kansas,67212,Central,OFF-PA-10000806,Office Supplies,Paper,Xerox 1934,279.9,5,0.0,137.151
5812,US-2021-110730,2021-09-23,2021-09-26,Second Class,CM-11815,Candace McMahon,Corporate,United States,Seattle,Washington,98115,West,OFF-SU-10004737,Office Supplies,Supplies,Acme Design Stainless Steel Bent Scissors,13.68,2,0.0,3.6936
12531,CA-2017-152695,2017-12-10,2017-12-10,Same Day,CC-12220,Chris Cortes,Consumer,United States,Fairfield,Connecticut,6824,East,OFF-AP-10000026,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,426.78999999999996,7,0.0,123.76909999999995
520,US-2019-135881,2019-05-23,2019-05-27,Standard Class,GT-14710,Greg Tran,Consumer,United States,New York City,New York,10035,East,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,1,0.0,56.20320000000001
24780,US-2023-123358,2023-04-10,2023-04-17,Standard Class,BT-11680,Brian Thompson,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,150.66,9,0.0,6.026399999999992
26785,US-2023-128412,2023-12-10,2023-12-17,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,98105,West,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,123.92,4,0.0,55.763999999999996
28881,US-2024-108931,2024-09-14,2024-09-19,Standard Class,HZ-14950,Henia Zydlo,Consumer,United States,New York City,New York,10024,East,OFF-PA-10002741,Office Supplies,Paper,Xerox 1980,8.56,2,0.0,3.8519999999999994
3939,US-2020-153752,2020-12-06,2020-12-11,Second Class,RO-19780,Rose O'Brian,Consumer,United States,Arlington,Virginia,22204,South,TEC-PH-10001615,Technology,Phones,AT&T CL82213,173.94,6,0.0,50.44259999999998
4777,US-2021-123610,2021-05-12,2021-05-16,Standard Class,VM-21835,Vivian Mathis,Consumer,United States,Mission Viejo,California,92691,West,OFF-AP-10002222,Office Supplies,Appliances,Staple holder,8.67,1,0.0,2.3409000000000004
6270,US-2021-118759,2021-11-14,2021-11-17,First Class,MB-17305,Maria Bertelson,Consumer,United States,New York City,New York,10009,East,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",40.44,3,0.0,10.514399999999998
10945,CA-2017-126074,2017-10-02,2017-10-06,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,Trenton,Michigan,48183,Central,FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames,157.74,11,0.0,56.7864
15430,CA-2016-111143,2016-11-19,2016-11-22,First Class,TT-21265,Tim Taslimi,Corporate,United States,Indianapolis,Indiana,46203,Central,OFF-AP-10001947,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,54.96,3,0.0,15.938399999999998
6286,US-2021-115378,2021-11-18,2021-11-23,Second Class,AJ-10945,Ashley Jarboe,Consumer,United States,Taylor,Michigan,48180,Central,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96,2,0.0,33.215599999999995
7259,US-2022-166184,2022-03-24,2022-03-27,First Class,HR-14830,Harold Ryan,Corporate,United States,New York City,New York,10035,East,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",47.01,3,0.0,22.094699999999996
26397,US-2023-140935,2023-11-10,2023-11-12,First Class,AB-10015,Aaron Bergman,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,TEC-PH-10000562,Technology,Phones,Samsung Convoy 3,221.98,2,0.0,62.15440000000001
2218,US-2020-160213,2020-03-08,2020-03-13,Standard Class,AR-10825,Anthony Rawles,Corporate,United States,Long Beach,New York,11561,East,OFF-PA-10003848,Office Supplies,Paper,Xerox 1997,19.44,3,0.0,9.3312
26275,US-2023-168893,2023-11-03,2023-11-08,Second Class,AP-10915,Arthur Prichep,Consumer,United States,Henderson,Kentucky,42420,South,FUR-TA-10003392,Furniture,Tables,Global Adaptabilities Conference Tables,842.94,3,0.0,160.1586
9241,US-2022-123491,2022-10-30,2022-11-05,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,San Francisco,California,94122,West,OFF-LA-10003077,Office Supplies,Labels,Avery 500,43.86,6,0.0,20.614199999999997
14827,CA-2017-168396,2017-08-03,2017-08-08,Second Class,BD-11725,Bruce Degenhardt,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",123.96000000000001,3,0.0,11.156400000000005
15235,CA-2015-136469,2015-07-11,2015-07-12,First Class,TS-21370,Todd Sumrall,Corporate,United States,Wilmington,Delaware,19805,East,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,221.06,7,0.0,103.89819999999997
13668,CA-2017-111815,2017-03-03,2017-03-10,Standard Class,EP-13915,Emily Phan,Consumer,United States,Dearborn Heights,Michigan,48127,Central,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,180.98,1,0.0,47.0548
1169,US-2019-125997,2019-09-20,2019-09-23,First Class,MW-18220,Mitch Webber,Consumer,United States,New York City,New York,10011,East,OFF-LA-10002762,Office Supplies,Labels,Avery 485,75.17999999999999,6,0.0,35.334599999999995
10277,CA-2014-139451,2014-10-12,2014-10-16,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,1,0.0,6.203099999999999
1091,US-2019-119081,2019-09-12,2019-09-19,Standard Class,TA-21385,Tom Ashbrook,Home Office,United States,Olathe,Kansas,66062,Central,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,331.96,2,0.0,149.38199999999998
30689,CA-2018-140410,2018-11-03,2018-11-07,Standard Class,CM-12655,Corinna Mitchell,Home Office,United States,Los Angeles,California,90008,West,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,89.97,3,0.0,37.787400000000005
25763,US-2023-131205,2023-09-04,2023-09-08,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Georgetown,Kentucky,40324,South,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,42.599999999999994,3,0.0,16.614
3156,US-2020-132465,2020-09-11,2020-09-15,Second Class,DM-13525,Don Miller,Corporate,United States,New York City,New York,10035,East,OFF-ST-10003641,Office Supplies,Storage,Space Solutions Industrial Galvanized Steel Shelving.,78.8,1,0.0,1.5760000000000076
10247,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",89.99,1,0.0,17.098099999999988
3705,US-2020-126725,2020-11-17,2020-11-21,Standard Class,BS-11665,Brian Stugart,Consumer,United States,San Diego,California,92105,West,OFF-PA-10001639,Office Supplies,Paper,Xerox 203,32.400000000000006,5,0.0,15.552000000000001
25298,US-2023-144015,2023-06-26,2023-06-26,Same Day,AH-10075,Adam Hart,Corporate,United States,Los Angeles,California,90036,West,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,231.72,2,0.0,11.585999999999984
4811,US-2021-122728,2021-05-18,2021-05-24,Standard Class,EB-13930,Eric Barreto,Consumer,United States,San Francisco,California,94110,West,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),17.94,3,0.0,8.790600000000001
24286,US-2022-153612,2022-12-22,2022-12-27,Standard Class,BT-11305,Beth Thompson,Home Office,United States,Superior,Wisconsin,54880,Central,OFF-AR-10000203,Office Supplies,Art,Newell 336,17.12,4,0.0,4.9647999999999985
26943,US-2023-105081,2023-12-25,2023-12-30,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Seattle,Washington,98115,West,FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",1747.25,5,0.0,629.01
20850,US-2021-124646,2021-06-22,2021-06-24,First Class,DV-13465,Dianna Vittorini,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81000000000006,3,0.0,0.0
6505,US-2021-149762,2021-12-03,2021-12-07,Standard Class,RD-19720,Roger Demir,Consumer,United States,Morgan Hill,California,95037,West,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,48.72,3,0.0,7.308
26628,US-2023-163167,2023-11-28,2023-12-01,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Marietta,Georgia,30062,South,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1126.02,3,0.0,56.30099999999999
15022,CA-2014-152562,2014-11-01,2014-11-08,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Richmond,Kentucky,40475,South,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",69.52,2,0.0,19.465600000000002
26553,US-2023-100468,2023-11-24,2023-12-01,Standard Class,AT-10435,Alyssa Tate,Home Office,United States,Los Angeles,California,90045,West,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9.94,2,0.0,3.0813999999999995
25871,US-2023-145625,2023-09-11,2023-09-17,Standard Class,KC-16540,Kelly Collister,Consumer,United States,San Diego,California,92037,West,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.61,1,0.0,3.5766999999999998
16738,US-2017-107888,2017-11-16,2017-11-19,First Class,CC-12220,Chris Cortes,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,33.29,1,0.0,7.989599999999999
10146,US-2022-114055,2022-12-25,2022-12-29,Second Class,MH-18115,Mick Hernandez,Home Office,United States,Huntsville,Alabama,35810,South,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,90.48,2,0.0,23.5248
26417,US-2023-139878,2023-11-11,2023-11-16,Standard Class,LD-17005,Lisa DeCherney,Consumer,United States,Detroit,Michigan,48234,Central,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,257.98,2,0.0,74.8142
8586,US-2022-104094,2022-09-07,2022-09-11,Standard Class,AG-10675,Anna Gayman,Consumer,United States,Milwaukee,Wisconsin,53209,Central,TEC-AC-10002134,Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard,13.48,1,0.0,1.8872
9333,US-2022-118213,2022-11-05,2022-11-07,First Class,AB-10060,Adam Bellavance,Home Office,United States,Greenwood,Indiana,46142,Central,OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,67.8,10,0.0,31.188
25003,US-2023-169943,2023-05-19,2023-05-24,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York,10011,East,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,35.92,4,0.0,15.086400000000001
535,US-2019-129574,2019-05-26,2019-05-29,First Class,Dp-13240,Dean percer,Home Office,United States,Murray,Utah,84107,West,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",48.4,5,0.0,23.232
17336,CA-2017-128783,2017-09-07,2017-09-07,Same Day,TG-21640,Trudy Glocke,Consumer,United States,Saint Charles,Missouri,63301,Central,FUR-FU-10003623,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",135.29999999999998,5,0.0,37.88399999999999
22236,US-2021-143231,2021-12-31,2022-01-03,First Class,GM-14455,Gary Mitchum,Home Office,United States,Franklin,Massachusetts,02038,East,TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,113.97,3,0.0,27.3528
6459,US-2021-142594,2021-12-01,2021-12-06,Second Class,EJ-14155,Eva Jacobs,Consumer,United States,Franklin,Massachusetts,02038,East,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,901.9499999999999,3,0.0,297.64349999999996
27388,US-2024-140949,2024-03-17,2024-03-22,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,New York,10011,East,OFF-LA-10000081,Office Supplies,Labels,Avery 496,18.75,5,0.0,9.0
26581,US-2023-169838,2023-11-25,2023-11-29,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Jackson,Michigan,49201,Central,OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,17.3,1,0.0,8.304
19920,CA-2017-142293,2017-09-17,2017-09-20,First Class,SC-20380,Shahid Collister,Consumer,United States,Boise,Idaho,83704,West,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,89.97,3,0.0,37.787400000000005
10462,CA-2016-111010,2016-01-22,2016-01-28,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Morristown,New Jersey,7960,East,OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands,7.5600000000000005,6,0.0,0.3024
16584,CA-2015-147529,2015-02-07,2015-02-11,Standard Class,DK-12835,Damala Kotsonis,Corporate,United States,Springfield,Virginia,22153,South,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,311.15,5,0.0,146.24049999999997
15544,CA-2015-149811,2015-01-04,2015-01-10,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Woodbury,Minnesota,55125,Central,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",39.900000000000006,5,0.0,19.950000000000003
25055,US-2023-157266,2023-05-26,2023-06-01,Standard Class,TB-21280,Toby Braunhardt,Consumer,United States,Washington,District of Columbia,20016,East,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",12.7,2,0.0,5.842
15391,CA-2014-159709,2014-05-10,2014-05-15,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Kent,Washington,98031,West,OFF-EN-10001434,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",158.13,3,0.0,77.4837
2757,US-2020-125395,2020-06-26,2020-06-29,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Taylor,Michigan,48180,Central,TEC-AC-10004708,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,41.9,2,0.0,8.799
21833,US-2021-158274,2021-11-19,2021-11-24,Second Class,RM-19675,Robert Marley,Home Office,United States,Monroe,Louisiana,71203,South,TEC-PH-10003273,Technology,Phones,AT&T TR1909W,503.96,4,0.0,131.02960000000002
24326,US-2022-158792,2022-12-26,2023-01-02,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Lawrence,Massachusetts,01841,East,OFF-FA-10002815,Office Supplies,Fasteners,Staples,22.200000000000003,5,0.0,10.434000000000001
17232,CA-2017-161970,2017-09-22,2017-09-27,Standard Class,PB-19105,Peter Bühler,Consumer,United States,Smyrna,Georgia,30080,South,OFF-PA-10004255,Office Supplies,Paper,Xerox 219,12.96,2,0.0,6.2208000000000006
10216,CA-2016-137330,2016-12-09,2016-12-13,Standard Class,KB-16585,Ken Black,Corporate,United States,Fremont,Nebraska,68025,Central,OFF-AR-10000246,Office Supplies,Art,Newell 318,19.459999999999997,7,0.0,5.0596
26672,US-2023-108455,2023-12-02,2023-12-08,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10002464,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),40.46,7,0.0,19.825400000000002
5023,US-2021-107216,2021-06-14,2021-06-17,First Class,PV-18985,Paul Van Hugh,Home Office,United States,San Francisco,California,94122,West,OFF-AR-10002255,Office Supplies,Art,Newell 346,8.64,3,0.0,2.5056
18024,CA-2015-137302,2015-04-26,2015-05-01,Standard Class,BW-11110,Bart Watters,Corporate,United States,San Diego,California,92105,West,OFF-AR-10000588,Office Supplies,Art,Newell 345,59.519999999999996,3,0.0,15.475200000000001
11524,CA-2016-142762,2016-05-23,2016-05-27,Standard Class,LD-17005,Lisa DeCherney,Consumer,United States,San Francisco,California,94109,West,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",37.05,3,0.0,16.302
30236,US-2024-158729,2024-12-19,2024-12-21,First Class,AC-10450,Amy Cox,Consumer,United States,Lafayette,Louisiana,70506,South,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,1665.62,2,0.0,33.312400000000025
3248,US-2020-153738,2020-09-20,2020-09-22,First Class,AG-10270,Alejandro Grove,Consumer,United States,Lawrence,Massachusetts,01841,East,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,37.68,6,0.0,16.955999999999996
