Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
13919,CA-2017-127264,2017-04-03,2017-04-05,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Chicago,Illinois,60653,Central,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,7.055999999999999,3,0.2,2.205
4741,US-2021-118052,2021-05-06,2021-05-10,Standard Class,BE-11455,Brad Eason,Home Office,United States,Lorain,Ohio,44052,East,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,49.568000000000005,2,0.2,15.489999999999997
11526,CA-2017-127705,2017-06-02,2017-06-06,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Lorain,Ohio,44052,East,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,27.439999999999998,2,0.2,2.401
18307,CA-2016-130393,2016-12-01,2016-12-03,Second Class,JM-15865,John Murray,Consumer,United States,San Angelo,Texas,76903,Central,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,11.647999999999998,4,0.8,-30.867200000000004
13370,US-2017-132059,2017-09-23,2017-09-29,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Fort Collins,Colorado,80525,West,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",180.58800000000005,2,0.7,-240.78400000000005
29803,US-2024-119004,2024-11-23,2024-11-28,Standard Class,JM-15250,Janet Martin,Consumer,United States,Charlotte,North Carolina,28205,South,TEC-PH-10002844,Technology,Phones,Speck Products Candyshell Flip Case,27.992000000000004,1,0.2,2.0993999999999993
30617,CA-2018-161263,2018-04-16,2018-04-21,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Toledo,Ohio,43615,East,TEC-PH-10002115,Technology,Phones,Plantronics 81402,118.78199999999998,3,0.4,-27.715799999999994
30901,CA-2018-105102,2018-09-15,2018-09-19,Second Class,BM-11575,Brendan Murry,Corporate,United States,New York City,New York,10035,East,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",46.384,1,0.2,1.159600000000001
30823,CA-2018-104493,2018-10-02,2018-10-08,Standard Class,EB-13705,Ed Braxton,Corporate,United States,San Diego,California,92105,West,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,57.504000000000005,6,0.2,20.1264
26013,US-2023-148747,2023-09-25,2023-09-27,First Class,AS-10045,Aaron Smayling,Corporate,United States,San Francisco,California,94110,West,FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",477.666,2,0.15,84.29399999999997
9041,US-2022-105487,2022-10-08,2022-10-14,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,San Diego,California,92105,West,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,103.19200000000001,1,0.2,11.609099999999998
32335,CA-2018-141810,2018-11-02,2018-11-07,Standard Class,BB-10990,Barry Blumstein,Corporate,United States,San Antonio,Texas,78207,Central,TEC-PH-10002200,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,344.704,2,0.2,38.77919999999999
9697,US-2022-108035,2022-11-29,2022-12-03,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Chattanooga,Tennessee,37421,South,FUR-FU-10004017,Furniture,Furnishings,"Executive Impressions 13"" Chairman Wall Clock",101.52000000000001,5,0.2,19.03499999999999
6898,US-2022-152079,2022-01-20,2022-01-21,First Class,ML-17410,Maris LaWare,Consumer,United States,Chicago,Illinois,60653,Central,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,11.52,5,0.2,4.176
9346,US-2022-167941,2022-11-06,2022-11-09,Second Class,JF-15565,Jill Fjeld,Consumer,United States,Fayetteville,North Carolina,28314,South,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",499.58400000000006,3,0.2,43.713600000000014
10159,US-2022-136539,2022-12-28,2023-01-01,Standard Class,GH-14665,Greg Hansen,Consumer,United States,Round Rock,Texas,78664,Central,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,27.168000000000003,2,0.2,2.7168
8311,US-2022-139311,2022-08-11,2022-08-13,First Class,SF-20965,Sylvia Foulston,Corporate,United States,Bedford,Texas,76021,Central,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",29.664,4,0.2,10.011599999999998
587,US-2019-159520,2019-06-06,2019-06-11,Standard Class,GT-14635,Grant Thornton,Corporate,United States,Long Beach,New York,11561,East,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,149.54399999999998,9,0.2,50.47109999999999
372,US-2019-100678,2019-04-18,2019-04-22,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Houston,Texas,77095,Central,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,317.058,3,0.3,-18.117599999999996
30411,CA-2018-149734,2018-09-03,2018-09-08,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Durham,North Carolina,27707,South,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.98400000000004,7,0.2,62.807499999999976
13786,CA-2014-154186,2014-12-13,2014-12-15,Second Class,RA-19285,Ralph Arnett,Consumer,United States,Houston,Texas,77070,Central,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,2.92,1,0.2,0.36499999999999977
12126,CA-2016-152121,2016-11-27,2016-11-29,Second Class,CC-12670,Craig Carreira,Consumer,United States,Scottsdale,Arizona,85254,West,TEC-PH-10002483,Technology,Phones,Motorola Moto X,271.992,1,0.2,23.799300000000002
26258,US-2023-153836,2023-10-30,2023-11-03,Standard Class,EH-13765,Edward Hooks,Corporate,United States,New York City,New York,10011,East,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,28.752000000000002,3,0.2,10.0632
24607,US-2023-122511,2023-03-11,2023-03-11,Same Day,BT-11485,Brad Thomas,Home Office,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",30.336000000000002,4,0.2,9.48
550,US-2019-103429,2019-05-30,2019-06-01,First Class,LW-16825,Laurel Workman,Corporate,United States,New York City,New York,10024,East,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",25.584000000000003,2,0.2,8.9544
13347,CA-2015-147830,2015-12-15,2015-12-18,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055,East,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,101.98799999999999,2,0.4,-16.99800000000002
9532,US-2022-104864,2022-11-18,2022-11-23,Second Class,JS-15685,Jim Sink,Corporate,United States,Miramar,Florida,33023,South,OFF-PA-10004609,Office Supplies,Paper,Xerox 221,20.736000000000004,4,0.2,7.2576
28819,US-2024-118087,2024-09-09,2024-09-13,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,19134,East,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,258.696,3,0.2,64.674
29219,US-2024-148404,2024-10-07,2024-10-11,Standard Class,Dp-13240,Dean percer,Home Office,United States,Charlotte,North Carolina,28205,South,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,580.672,4,0.2,65.3255999999999
12090,CA-2015-109197,2015-12-31,2016-01-04,Standard Class,JO-15280,Jas O'Carroll,Consumer,United States,Missoula,Montana,59801,West,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,487.98400000000004,2,0.2,152.49499999999998
23472,US-2022-115343,2022-09-22,2022-09-25,First Class,FO-14305,Frank Olsen,Consumer,United States,Philadelphia,Pennsylvania,19143,East,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,617.9760000000001,3,0.2,-7.724700000000098
12165,CA-2017-140242,2017-05-06,2017-05-11,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Chicago,Illinois,60623,Central,OFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils,6.408,3,0.2,0.6407999999999998
25647,US-2023-128594,2023-08-26,2023-08-29,First Class,DJ-13510,Don Jones,Corporate,United States,San Diego,California,92037,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,1603.1360000000002,4,0.2,100.19599999999997
19303,CA-2015-132941,2015-05-25,2015-05-28,First Class,MM-18280,Muhammed MacIntyre,Corporate,United States,Haltom City,Texas,76117,Central,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,32.368,7,0.2,11.733400000000001
12245,CA-2015-142237,2015-07-11,2015-07-13,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,6.480000000000001,4,0.7,-4.751999999999999
25976,US-2023-120257,2023-09-22,2023-09-28,Standard Class,PW-19240,Pierre Wener,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10003481,Office Supplies,Art,Newell 348,7.872,3,0.2,0.8855999999999988
19679,CA-2016-164770,2016-12-02,2016-12-04,Second Class,MY-18295,Muhammed Yedwab,Corporate,United States,Houston,Texas,77036,Central,FUR-BO-10003893,Furniture,Bookcases,Sauder Camden County Collection Library,781.8639999999999,10,0.32,-137.97600000000008
17540,CA-2017-168389,2017-12-11,2017-12-17,Standard Class,DV-13045,Darrin Van Huff,Corporate,United States,Jacksonville,Florida,32216,South,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,73.568,4,0.2,-16.552799999999994
11677,CA-2017-101210,2017-08-25,2017-08-28,Second Class,DW-13540,Don Weiss,Consumer,United States,Jackson,Tennessee,38301,South,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,9.728000000000002,2,0.2,1.702399999999999
10049,US-2022-102197,2022-12-20,2022-12-26,Standard Class,DK-13150,David Kendrick,Corporate,United States,New York City,New York,10009,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,50.352000000000004,3,0.2,17.623199999999997
9265,US-2022-145597,2022-11-02,2022-11-05,First Class,GG-14650,Greg Guthrie,Corporate,United States,Bloomington,Illinois,61701,Central,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,54.336000000000006,4,0.2,5.4336
30186,US-2024-137428,2024-12-16,2024-12-21,Second Class,AY-10555,Andy Yotov,Corporate,United States,Oceanside,California,92054,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",81.568,2,0.2,9.176399999999997
21595,US-2021-101931,2021-10-28,2021-10-31,First Class,TS-21370,Todd Sumrall,Corporate,United States,Los Angeles,California,90049,West,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,616.998,6,0.15,-36.294
9308,US-2022-121160,2022-11-04,2022-11-04,Same Day,FM-14290,Frank Merwin,Home Office,United States,Bryan,Texas,77803,Central,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,7.535999999999999,6,0.8,-13.18800000000001
10557,CA-2017-144904,2017-09-25,2017-10-01,Standard Class,KW-16435,Katrina Willman,Consumer,United States,New York City,New York,10009,East,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,488.646,3,0.1,86.8704
6127,US-2021-158260,2021-11-04,2021-11-08,Standard Class,CC-12475,Cindy Chapman,Consumer,United States,San Diego,California,92037,West,TEC-MA-10003176,Technology,Machines,Okidata B400 Printer,686.4000000000001,2,0.2,77.21999999999991
24673,US-2023-156986,2023-03-20,2023-03-24,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,20.736000000000004,4,0.2,7.2576
29591,US-2024-155425,2024-11-10,2024-11-11,First Class,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,85705,West,TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,95.99400000000001,2,0.7,-63.99599999999998
8183,US-2022-160465,2022-07-21,2022-07-26,Standard Class,SW-20350,Sean Wendt,Home Office,United States,Cleveland,Ohio,44105,East,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,33.93000000000001,3,0.7,-22.619999999999997
13213,US-2016-160528,2016-08-23,2016-08-30,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Pharr,Texas,78577,Central,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,666.4,7,0.2,-33.319999999999965
7339,US-2022-149881,2022-04-01,2022-04-03,First Class,NC-18535,Nick Crebassa,Corporate,United States,San Francisco,California,94110,West,TEC-MA-10000418,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,4799.9839999999995,2,0.2,359.9987999999996
7905,US-2022-136826,2022-06-16,2022-06-20,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Chapel Hill,North Carolina,27514,South,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",14.015999999999998,3,0.2,4.7303999999999995
28661,US-2024-159884,2024-08-31,2024-09-05,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,Tempe,Arizona,85281,West,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",10.744,1,0.2,0.8057999999999996
9720,US-2022-127313,2022-12-01,2022-12-04,First Class,RA-19285,Ralph Arnett,Consumer,United States,Philadelphia,Pennsylvania,19120,East,FUR-FU-10003798,Furniture,Furnishings,"Ultra Door Kickplate, 8""H x 34""W",79.12,5,0.2,13.845999999999997
26418,US-2023-124590,2023-11-12,2023-11-16,Standard Class,SP-20920,Susan Pistek,Consumer,United States,Parma,Ohio,44134,East,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1537.0739999999998,9,0.3,0.0
23556,US-2022-166135,2022-10-01,2022-10-06,Standard Class,SC-20440,Shaun Chance,Corporate,United States,Aurora,Colorado,80013,West,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",139.424,4,0.2,17.42799999999999
5292,US-2021-165316,2021-07-23,2021-07-27,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Tampa,Florida,33614,South,TEC-MA-10004002,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,265.475,1,0.5,-111.49950000000007
11806,CA-2014-156349,2014-05-26,2014-05-30,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Los Angeles,California,90008,West,TEC-PH-10000441,Technology,Phones,VTech DS6151,201.584,2,0.2,20.158400000000015
1781,CA-2019-123664,2019-12-02,2019-12-06,Standard Class,NC-19470,Neil Cohen,Home Office,Canada,Halifax,Nova Scotia,B3H,East,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",58.36,5,0.6,-24.802999999999997
30119,US-2024-143798,2024-12-10,2024-12-12,First Class,AW-10840,Anthony Witt,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,10.368000000000002,2,0.2,3.6288
13686,CA-2015-157322,2015-07-02,2015-07-06,Standard Class,RH-19600,Rob Haberlin,Consumer,United States,Carol Stream,Illinois,60188,Central,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,435.504,3,0.2,48.99419999999992
15374,US-2015-120502,2015-04-13,2015-04-19,Standard Class,BT-11395,Bill Tyler,Corporate,United States,Los Angeles,California,90036,West,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,258.576,2,0.2,19.393200000000007
18721,CA-2017-161172,2017-03-16,2017-03-16,Same Day,SP-20920,Susan Pistek,Consumer,United States,Columbus,Ohio,43229,East,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,5.1930000000000005,3,0.7,-3.4619999999999997
3857,US-2020-137113,2020-12-01,2020-12-05,Second Class,TW-21025,Tamara Willingham,Home Office,United States,Seattle,Washington,98105,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,2003.9200000000003,5,0.2,125.24499999999995
19530,CA-2017-110198,2017-05-01,2017-05-02,First Class,AG-10900,Arthur Gainer,Consumer,United States,Coral Springs,Florida,33065,South,OFF-LA-10004409,Office Supplies,Labels,Avery 492,4.608,2,0.2,1.4975999999999996
1764,US-2019-150798,2019-12-01,2019-12-03,Second Class,JK-15730,Joe Kamberova,Consumer,United States,Columbus,Ohio,43229,East,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,659.9879999999999,2,0.4,109.99799999999999
7358,US-2022-100930,2022-04-07,2022-04-12,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Tampa,Florida,33614,South,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,620.6145000000001,3,0.45,-248.24579999999992
17380,CA-2017-133102,2017-08-17,2017-08-24,Standard Class,ED-13885,Emily Ducich,Home Office,United States,Houston,Texas,77095,Central,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,8.016,3,0.2,1.0019999999999993
31890,CA-2018-166583,2018-06-26,2018-06-30,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,Houston,Texas,77070,Central,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference phone,971.8800000000001,3,0.2,109.33649999999994
4612,US-2021-132423,2021-04-15,2021-04-19,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Grapevine,Texas,76051,Central,OFF-AR-10001221,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",33.48800000000001,7,0.2,5.860399999999997
30764,CA-2018-130785,2018-09-05,2018-09-09,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,San Diego,California,92105,West,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",28.752000000000002,6,0.2,9.7038
1671,US-2019-120544,2019-11-23,2019-11-27,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Mesquite,Texas,75150,Central,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,6.368,2,0.6,-2.5471999999999984
16217,CA-2014-130869,2014-11-17,2014-11-21,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Cedar Hill,Texas,75104,Central,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",7.080000000000001,3,0.2,2.477999999999999
11258,CA-2015-161263,2015-04-16,2015-04-21,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Toledo,Ohio,43615,East,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,7.872,3,0.2,1.2791999999999994
29402,US-2024-134880,2024-10-27,2024-11-01,Standard Class,TW-21025,Tamara Willingham,Home Office,United States,Mesa,Arizona,85204,West,OFF-PA-10004039,Office Supplies,Paper,Xerox 1882,44.784,1,0.2,16.2342
5182,CA-2021-112109,2021-07-08,2021-07-12,Standard Class,JE-15715,Joe Elijah,Consumer,Canada,Winnipeg,Manitoba,R0H,Central,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,107.984,1,0.2,9.448599999999995
13986,CA-2015-111325,2015-02-27,2015-02-28,First Class,BT-11395,Bill Tyler,Corporate,United States,Altoona,Pennsylvania,16602,East,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",4.4190000000000005,3,0.7,-3.3879
4405,US-2021-169103,2021-03-08,2021-03-13,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Miami,Florida,33142,South,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1363.96,5,0.2,85.2475
29644,US-2024-122490,2024-11-13,2024-11-18,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Seattle,Washington,98103,West,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,563.024,11,0.2,190.02059999999997
11505,CA-2016-141397,2016-06-20,2016-06-21,First Class,RC-19825,Roy Collins,Consumer,United States,Pasadena,California,91104,West,FUR-CH-10003846,Furniture,Chairs,Hon Valutask Swivel Chairs,161.568,2,0.2,-8.078399999999995
22773,US-2022-143147,2022-05-26,2022-05-28,Second Class,PS-18760,Pamela Stobb,Consumer,United States,San Antonio,Texas,78207,Central,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,105.68599999999999,1,0.3,-28.6862
11277,US-2016-143819,2016-03-01,2016-03-05,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,10701,East,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,836.592,8,0.4,-264.9208
6875,US-2022-104661,2022-01-15,2022-01-18,First Class,TB-21250,Tim Brockman,Consumer,United States,Austin,Texas,78745,Central,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,4.275999999999999,1,0.8,-6.627800000000001
4789,US-2021-148901,2021-05-14,2021-05-19,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,32216,South,OFF-PA-10004983,Office Supplies,Paper,Xerox 23,31.104000000000006,6,0.2,10.8864
9621,US-2022-103765,2022-11-24,2022-11-30,Standard Class,JG-15310,Jason Gross,Corporate,United States,Odessa,Texas,79762,Central,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",13.761999999999997,1,0.8,-24.7716
12365,CA-2017-117870,2017-01-27,2017-01-30,Second Class,JH-15820,John Huston,Consumer,United States,Kent,Ohio,44240,East,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,107.982,3,0.4,-26.995499999999993
20814,US-2021-144414,2021-06-17,2021-06-21,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,3266.376,3,0.2,1061.5721999999998
5898,US-2021-103919,2021-10-03,2021-10-07,Standard Class,TP-21565,Tracy Poddar,Corporate,United States,Grand Prairie,Texas,75051,Central,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",38.08,5,0.6,-29.512000000000008
11179,CA-2017-100314,2017-09-29,2017-10-05,Standard Class,AS-10630,Ann Steele,Home Office,United States,Pasadena,Texas,77506,Central,OFF-LA-10001569,Office Supplies,Labels,Avery 499,7.968000000000001,2,0.2,2.5896
14707,CA-2016-118969,2016-10-02,2016-10-03,First Class,LP-17095,Liz Preis,Consumer,United States,Phoenix,Arizona,85023,West,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",54.79200000000001,6,0.7,-40.18079999999999
20711,US-2021-105767,2021-05-23,2021-05-27,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,3.2820000000000005,2,0.7,-2.6256000000000004
13153,CA-2015-158456,2015-12-24,2015-12-29,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Los Angeles,California,90032,West,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,19.936000000000003,4,0.2,7.2268
774,US-2019-141726,2019-07-20,2019-07-22,First Class,CC-12145,Charles Crestani,Consumer,United States,San Diego,California,92105,West,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,8.704,2,0.2,3.1552
